,order_id,womens_apparel,mens_apparel,youth,jewelry,electronics,shoes,accessories,health_beauty,travel,sporting_goods,etc,books,home,ub_merch_gc
29,4295271546965,1,2,0,0,0,0,0,0,0,0,1,0,0,0
30,4312531304533,3,0,5,0,0,0,1,0,0,0,0,0,0,0
31,4206567096405,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,4214223765589,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33,4257048428629,4,1,0,0,0,0,0,0,0,0,0,0,0,0
34,4287294832725,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35,4316315156565,2,0,0,0,0,0,1,0,0,0,0,0,0,0
36,4287634341973,0,0,0,1,0,0,1,0,0,0,0,0,0,0
37,4284096774229,6,0,0,0,1,0,0,0,0,0,0,0,0,0
38,4317352296533,0,0,0,0,1,0,1,0,0,0,0,0,0,0
39,4243077365845,2,1,1,0,0,0,0,0,0,0,0,0,0,0
40,4318636212309,0,10,0,0,0,0,0,0,0,0,0,0,0,0
41,4330758570069,1,0,0,0,0,0,0,1,0,0,0,0,1,0
42,4255565611093,4,7,0,0,0,0,1,0,0,0,0,0,0,0
43,4197500682325,0,2,0,0,0,0,0,0,0,0,0,0,0,0
44,4250286817365,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45,4307976093781,1,9,0,0,0,0,0,0,0,0,0,0,0,0
46,4279222272085,0,0,0,0,1,0,0,0,0,0,0,0,0,0
47,4217973014613,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48,4242675335253,0,0,0,1,1,0,0,0,0,0,0,0,0,0
49,4317865312341,0,3,0,0,0,0,4,0,0,0,0,0,0,0
50,4221137682517,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51,4294846742613,5,0,0,0,1,1,0,0,0,0,0,0,0,0
52,4229748752469,1,1,0,0,1,0,0,0,0,0,0,0,0,0
53,4237398671445,1,0,0,0,0,0,2,0,0,1,0,0,0,0
54,4315632009301,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,4284198355029,2,0,0,0,0,0,1,0,0,0,0,0,0,0
56,4206575648853,0,3,0,0,0,0,0,3,0,0,0,0,0,0
57,4289545502805,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58,4240159473749,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,4286933205077,0,0,0,0,0,0,1,0,0,0,0,0,0,0
60,4327823704149,2,0,4,0,0,0,0,1,0,0,0,0,0,0
61,4245476802645,0,4,0,0,0,0,0,0,0,0,0,0,0,0
62,4265575776341,2,0,0,0,0,0,0,0,0,0,0,0,0,0
63,4238735147093,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64,4264577368149,0,0,0,0,1,0,0,0,0,0,0,0,0,0
65,4255536742485,0,0,0,0,1,0,0,0,0,0,0,0,0,0
66,4325140168789,0,0,0,0,1,0,0,0,0,0,0,0,1,0
67,4330640343125,0,0,0,0,1,0,0,0,0,0,0,0,0,0
68,4268217991253,1,0,0,0,1,0,0,0,0,0,0,0,0,0
69,4210095652949,3,0,4,0,0,0,4,0,2,0,2,0,1,0
70,4302997651541,4,0,0,0,0,1,1,0,0,0,0,0,0,0
71,4262419988565,1,2,4,0,0,0,0,0,0,0,3,0,0,0
72,4307838632021,5,0,0,0,1,0,0,0,0,0,0,0,0,0
73,4283890466901,0,0,0,0,1,0,0,0,0,0,0,0,0,0
74,4255970295893,0,5,0,0,0,0,0,0,0,0,0,0,0,0
75,4200293466197,1,0,0,0,1,0,4,0,0,0,0,0,0,0
76,4273105698901,7,5,1,0,0,0,0,0,0,0,0,0,0,0
77,4328991260757,0,7,0,0,0,0,0,0,0,0,0,0,0,0
78,4213167423573,1,0,0,0,0,1,0,0,0,0,0,0,0,0
79,4281685049429,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,4208248455253,0,5,0,0,0,0,0,0,0,0,0,0,0,0
81,4214487580757,0,12,0,0,0,0,1,0,0,0,0,0,0,0
82,4327199637589,0,0,0,0,1,0,0,0,0,0,0,0,0,0
83,4321634287701,0,0,0,0,1,0,0,0,0,0,0,0,0,0
84,4248396791893,0,0,0,0,1,0,0,0,0,0,0,0,0,0
85,4270819475541,11,0,0,0,0,0,0,0,0,0,0,0,0,0
86,4252240314453,0,0,0,0,1,0,0,0,0,0,0,0,0,0
87,4272076390485,0,0,0,0,1,0,0,0,0,0,0,0,0,0
88,4216351817813,4,0,0,0,0,0,1,0,0,0,0,0,0,0
89,4271771287637,4,0,0,0,0,0,0,0,0,0,0,0,0,0
90,4270264352853,1,0,0,0,0,0,0,0,0,0,0,0,0,0
91,4315828682837,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92,4330140893269,26,0,0,0,0,0,0,0,0,0,0,0,0,0
93,4317295607893,2,0,0,0,0,0,0,0,0,0,0,0,0,0
94,4332145868885,0,0,0,0,1,0,0,0,0,0,0,0,0,0
95,4253013606485,0,0,0,0,0,0,2,0,0,0,0,0,0,0
96,4202032529493,0,0,0,0,0,0,2,0,0,0,0,0,0,0
97,4209977196629,0,0,0,0,0,0,2,0,0,0,0,0,0,0
98,4219689697365,0,0,0,0,0,0,0,1,0,0,0,0,0,0
99,4228866506837,4,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4309981659221,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101,4236772474965,3,0,0,0,0,0,0,0,0,0,0,0,0,0
102,4295722336341,0,0,0,0,1,0,0,0,0,0,0,0,0,0
103,4276256374869,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104,4279092478037,0,1,0,0,1,0,0,0,0,0,0,0,0,0
105,4291421208661,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106,4255525044309,0,0,0,0,2,0,0,0,0,0,0,0,0,0
107,4269984088149,8,9,0,0,0,0,0,0,0,0,0,0,0,0
108,4264460615765,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109,4214064054357,0,0,0,0,0,0,0,0,0,0,0,0,1,0
110,4333344129109,1,0,0,0,1,0,0,0,0,0,0,0,0,0
111,4244656947285,1,2,0,0,0,0,1,0,0,0,0,0,0,0
112,4239791521877,1,0,0,0,0,0,0,0,0,0,0,0,0,0
113,4293058658389,0,0,0,0,0,0,0,0,0,0,0,0,4,0
114,4315760820309,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115,4290404221013,0,3,0,0,1,0,0,0,0,0,0,0,0,0
116,4272227582037,0,0,0,0,1,0,0,0,0,0,0,0,0,0
117,4229061279829,0,0,0,1,0,0,0,0,0,0,0,0,0,0
118,4332716326997,5,0,0,0,0,0,0,0,0,0,0,0,0,0
119,4274010882133,6,3,0,0,0,0,0,0,0,0,0,0,0,0
120,4333391773781,11,1,1,0,0,1,1,0,0,0,1,1,0,0
121,4295355695189,0,0,0,0,2,0,0,0,0,0,0,0,0,0
122,4330356703317,0,0,0,0,3,0,0,0,0,0,0,0,0,0
123,4283310112853,1,2,0,0,0,0,0,0,0,0,0,0,0,0
124,4320491274325,0,0,0,0,1,0,0,0,0,0,0,0,0,0
125,4243061604437,3,0,0,0,1,0,0,0,0,0,0,0,0,0
126,4317416816725,2,3,0,0,0,1,1,0,0,0,0,0,0,0
127,4304483287125,0,0,0,0,1,0,0,0,0,0,0,0,0,0
128,4271550693461,0,4,0,0,0,0,0,0,0,0,0,0,0,0
129,4303633809493,0,3,0,0,0,0,1,0,0,0,0,0,0,0
130,4280631787605,0,0,0,0,0,3,0,0,0,0,0,0,0,0
131,4292885545045,0,0,0,2,0,0,0,0,0,0,0,0,0,0
132,4197570936917,7,0,0,0,0,0,0,0,0,0,0,0,0,0
133,4320924336213,0,3,0,0,0,0,0,0,0,0,0,0,0,0
134,4212618362965,0,3,0,0,0,0,0,0,0,0,0,0,0,0
135,4306002116693,0,0,0,0,1,0,0,0,0,0,0,0,0,0
136,4229944639573,0,0,0,0,1,0,0,0,0,0,0,0,0,0
137,4259036692565,0,0,0,0,1,0,0,0,0,0,0,0,0,0
138,4207072149589,0,0,0,0,0,0,0,0,0,0,0,0,1,0
139,4289713274965,0,0,0,0,1,0,0,0,0,0,0,0,0,0
140,4295188873301,0,0,0,0,1,0,0,0,0,0,0,0,0,0
141,4258661564501,0,1,0,0,0,1,0,0,0,0,0,0,0,0
142,4301811712085,0,0,0,0,1,0,0,0,0,0,0,0,0,0
143,4318529060949,0,0,0,0,0,2,0,0,0,0,0,0,0,0
144,4275755352149,0,0,3,0,0,0,0,0,0,0,0,0,0,0
145,4227309535317,0,0,0,0,1,0,0,0,0,0,0,0,0,0
146,4217559285845,0,0,0,0,1,0,0,0,0,0,1,0,2,0
147,4223023251541,5,0,0,0,0,0,0,0,0,0,0,0,0,0
148,4196826972245,0,1,0,0,0,0,0,0,0,0,0,0,0,0
149,4207200469077,0,4,0,0,0,0,0,0,0,0,0,0,0,0
150,4250719354965,0,0,0,0,1,0,0,0,0,0,0,0,0,0
151,4319145951317,0,0,0,0,0,0,0,0,0,0,0,0,1,0
152,4196529799253,0,0,0,0,1,0,0,0,0,0,0,0,0,0
153,4239312486485,2,0,0,0,0,0,0,0,0,0,0,0,0,0
154,4208683614293,0,0,0,0,1,0,0,0,0,0,0,0,0,0
155,4262548570197,0,0,0,0,0,0,0,3,0,0,0,0,1,0
156,4257997062229,0,0,1,0,0,0,0,0,0,0,0,1,0,0
157,4301202227285,0,0,0,0,1,0,0,0,0,0,0,0,0,0
158,4294094553173,0,0,0,0,1,0,0,1,0,0,0,0,0,0
159,4266945118293,0,0,0,0,1,0,0,0,0,0,0,0,0,0
160,4257001144405,0,0,0,0,1,0,0,0,0,0,0,0,0,0
161,4287452807253,0,0,0,0,0,0,0,1,0,0,0,0,0,0
162,4279311368277,0,0,0,0,0,1,0,0,0,0,0,0,0,0
163,4295964360789,0,10,0,0,0,0,0,0,0,0,0,0,0,0
164,4304321511509,0,0,0,0,1,0,0,0,0,0,0,0,0,0
165,4269664501845,5,0,0,0,2,0,0,0,0,0,0,0,0,0
166,4278822535253,5,1,0,0,0,0,0,0,0,0,0,0,0,0
167,4326681641045,9,1,0,0,0,1,0,0,0,0,0,0,0,0
168,4303030222933,2,0,0,0,0,0,0,0,0,0,0,0,0,0
169,4202093477973,0,0,0,0,0,0,1,0,1,0,0,0,0,0
170,4208131539029,0,0,0,0,0,0,1,0,0,0,0,0,0,0
171,4308679983189,2,0,0,0,0,0,0,0,0,0,0,0,0,0
172,4284594290773,6,0,0,0,0,0,0,0,0,0,0,0,0,0
173,4194878128213,0,0,0,0,1,0,0,0,0,0,0,0,0,0
174,4268619989077,0,0,17,0,0,0,0,0,0,0,0,0,0,0
175,4313699090517,0,3,1,0,0,1,0,0,0,0,0,0,0,0
176,4283550728277,0,1,0,0,0,1,0,0,0,0,0,0,0,0
177,4269822967893,3,0,0,0,1,0,3,0,0,0,0,0,0,0
178,4290391507029,0,0,0,0,1,0,0,0,0,0,0,0,0,0
179,4241637900373,0,0,0,0,1,0,0,0,0,0,0,0,0,0
180,4317303668821,0,0,0,0,0,0,1,0,0,0,0,0,0,0
181,4292066312277,0,0,0,0,1,0,0,0,0,0,0,0,0,0
182,4252790325333,0,0,0,0,1,0,0,0,0,0,0,0,0,0
183,4333345669205,0,0,0,0,2,0,0,0,0,0,0,0,0,0
184,4232141275221,5,0,0,0,0,4,0,0,0,0,0,0,0,0
185,4263965589589,0,0,0,0,1,0,0,0,0,0,0,0,0,0
186,4266240016469,0,6,0,0,0,1,0,0,0,0,0,0,0,0
187,4318662197333,0,0,0,0,1,0,0,0,0,0,0,0,0,0
188,4318544855125,0,0,0,0,1,0,0,0,0,0,0,0,0,0
189,4285054058581,0,0,0,0,1,0,0,0,0,0,0,0,0,0
190,4324496179285,0,1,0,0,0,0,0,0,0,0,0,0,0,0
191,4290646736981,0,0,0,0,0,1,0,0,0,0,0,0,0,0
192,4278230319189,0,0,0,0,1,0,0,0,0,0,0,0,0,0
193,4235708989525,1,0,0,0,0,0,0,0,0,0,0,0,0,0
194,4269859340373,0,1,0,0,1,0,0,0,0,0,0,0,0,0
195,4305448435797,0,0,0,0,1,0,0,0,0,0,0,0,0,0
196,4229792464981,0,0,0,0,0,0,0,0,1,0,0,0,0,0
197,4301411319893,0,6,1,0,0,1,0,0,0,0,0,0,0,0
198,4229693112405,1,0,0,0,0,4,0,0,0,0,0,0,0,0
199,4202171629653,0,0,0,0,1,0,0,0,0,0,0,0,0,0
200,4327223459925,0,1,0,0,0,3,0,0,0,0,0,0,0,0
201,4265254289493,0,0,0,1,0,0,0,0,0,0,0,0,0,0
202,4311708663893,0,1,0,0,0,0,0,0,0,0,0,0,0,0
203,4230400933973,0,0,0,0,1,0,0,0,0,0,0,0,0,0
204,4199842250837,1,3,0,0,0,0,1,0,0,0,0,0,1,0
205,4248031625301,1,3,0,0,0,0,0,0,0,0,0,0,0,0
206,4243337838677,0,0,0,0,1,0,0,0,0,0,0,0,1,0
207,4237110640725,1,0,0,0,0,0,0,0,0,0,0,0,0,0
208,4250764181589,0,7,0,0,0,0,0,0,0,0,0,0,0,0
209,4276598374485,3,0,0,0,0,0,0,0,0,0,0,0,0,0
210,4303949529173,0,0,17,0,0,0,0,0,0,0,0,0,0,0
211,4261866471509,1,0,0,0,0,2,0,0,0,0,0,0,1,0
212,4225395425365,4,1,0,0,0,0,2,0,0,0,0,0,0,0
213,4284389785685,0,0,0,0,1,0,0,0,0,0,0,0,0,0
214,4261532041301,0,0,0,0,1,0,0,0,0,0,0,0,0,0
215,4197867651157,3,0,0,0,0,1,0,0,0,0,0,0,0,0
216,4301344211029,0,0,10,0,0,0,0,0,0,0,0,0,1,0
217,4274834079829,0,0,0,0,1,0,0,0,0,0,0,0,0,0
218,4205286916181,0,0,2,0,0,0,0,0,0,0,0,0,0,0
219,4316722987093,0,0,0,0,1,0,0,0,0,0,0,0,0,0
220,4302279016533,0,0,0,0,1,0,0,0,0,0,0,0,0,0
221,4252241231957,0,0,0,0,1,0,0,0,0,0,0,0,0,0
222,4228712431701,1,0,0,1,0,0,0,0,0,0,0,0,0,0
223,4287635292245,0,2,0,0,0,0,0,0,0,0,0,0,0,0
224,4262276333653,0,0,0,0,1,0,0,0,0,0,0,0,0,0
225,4274709495893,7,0,0,0,0,0,0,0,0,0,0,0,0,0
226,4225783890005,4,0,0,0,0,0,0,0,0,0,0,0,0,0
227,4272882942037,0,0,0,0,2,0,0,0,0,0,0,0,0,0
228,4288029818965,2,0,0,0,0,0,0,0,0,0,0,0,0,0
229,4274232819797,0,0,0,0,1,0,0,0,0,0,0,0,0,0
230,4327564443733,0,1,1,0,0,0,3,0,0,0,0,0,0,0
231,4312338006101,0,0,0,0,1,0,0,0,0,0,0,0,0,0
232,4229804326997,2,1,0,0,0,0,0,0,0,0,0,0,0,0
233,4327460601941,3,3,0,0,0,0,0,0,0,0,0,0,0,0
234,4312246222933,2,2,1,0,0,3,0,0,0,0,0,0,0,0
235,4232334311509,4,0,1,0,0,0,0,0,0,0,0,0,0,0
236,4299571232853,0,0,0,0,1,0,0,0,0,0,0,0,0,0
237,4240911106133,0,0,0,0,1,0,0,0,0,0,0,0,0,0
238,4297898000469,0,0,0,0,1,0,0,0,0,0,0,0,0,0
239,4290818703445,0,0,0,0,1,0,0,0,0,0,0,0,0,0
240,4309218295893,0,3,0,0,0,0,0,0,0,0,0,0,0,0
241,4268102942805,0,0,0,0,1,0,0,0,0,0,0,0,0,0
242,4332396642389,0,0,0,0,1,0,0,0,0,0,0,0,0,0
243,4326458949717,0,7,0,0,0,0,0,0,0,0,0,0,0,0
244,4321890795605,0,0,0,0,1,0,0,0,0,0,0,0,0,0
245,4194739781717,0,0,0,0,1,0,0,0,0,0,0,0,0,0
246,4314183630933,0,0,0,0,5,0,0,0,0,0,0,0,0,0
247,4298662871125,0,0,0,0,1,0,0,0,0,0,0,0,0,0
248,4268389662805,0,2,3,0,0,1,0,0,0,0,0,0,0,0
249,4302079295573,0,1,0,0,1,0,0,0,0,0,0,0,0,0
250,4228302274645,1,0,0,1,0,0,0,0,0,0,0,0,6,0
251,4201152643157,0,2,0,0,0,0,0,0,0,0,0,0,0,0
252,4241142710357,0,1,0,0,1,0,0,0,0,0,0,0,0,0
253,4263634698325,1,1,1,0,0,0,0,0,0,0,0,0,0,0
254,4318600495189,0,0,0,0,1,0,0,0,0,0,0,0,0,0
255,4291301638229,0,0,0,0,0,1,0,0,0,0,0,0,0,0
256,4273426333781,3,10,0,0,0,0,0,0,0,0,0,0,0,0
257,4309296414805,6,0,0,0,0,0,0,0,0,0,0,0,0,0
258,4272168501333,4,4,0,0,0,0,0,0,0,0,0,0,0,0
259,4208016425045,1,0,0,0,0,0,0,0,0,0,0,0,0,0
260,4325099896917,2,0,0,0,0,0,0,0,0,0,0,0,0,0
261,4242180014165,2,0,0,0,0,0,0,0,0,0,0,0,0,0
262,4330012639317,0,0,22,0,0,0,0,0,0,0,0,0,0,0
263,4311719247957,7,1,0,0,0,0,0,0,0,0,0,0,0,0
264,4212947484757,0,0,0,0,1,0,0,0,0,0,0,0,0,0
265,4295055442005,0,0,0,0,1,0,0,0,1,0,0,0,0,0
266,4203643207765,0,0,0,0,0,0,0,0,0,0,3,0,0,0
267,4295687405653,5,0,0,0,0,0,0,0,0,0,0,0,0,0
268,4327317602389,0,15,0,0,0,0,0,0,0,0,0,0,0,0
269,4199066435669,0,0,0,0,1,0,0,0,0,0,0,0,0,0
270,4327006437461,0,0,0,0,2,0,0,0,0,0,0,0,0,0
271,4318547116117,0,0,0,0,1,0,0,0,0,0,0,0,0,0
272,4293549457493,0,0,0,0,1,0,0,0,0,0,0,0,0,0
273,4305908301909,0,0,0,0,0,1,0,0,0,0,0,0,0,0
274,4265108471893,0,0,3,0,0,0,0,0,0,0,0,0,0,0
275,4274221711445,3,7,0,0,0,0,0,0,0,0,0,0,0,0
276,4292070375509,9,3,1,0,0,1,0,1,0,0,0,0,0,0
277,4239338700885,23,8,0,0,1,0,3,0,3,0,1,0,5,0
278,4268307742805,0,0,0,1,0,0,0,0,0,0,0,0,5,0
279,4250955120725,1,0,0,0,0,2,0,2,0,0,0,1,0,0
280,4270326644821,30,0,0,0,0,0,0,0,0,0,0,0,0,0
281,4205425066069,0,0,0,0,0,0,0,0,0,1,0,0,1,0
282,4241780080725,2,0,0,0,0,2,0,0,0,0,0,0,0,0
283,4295052755029,0,0,0,1,0,0,0,0,0,0,0,0,5,0
284,4267674730581,0,1,0,0,0,0,0,0,0,0,0,0,0,0
285,4270421213269,1,0,0,0,0,0,0,0,0,0,0,0,0,0
286,4273229004885,0,0,0,0,0,0,0,0,0,0,1,0,0,0
287,4218106708053,1,0,0,0,0,0,0,0,1,0,0,0,0,0
288,4219597553749,0,0,4,0,0,0,0,0,0,0,0,0,0,0
289,4258640461909,0,0,0,0,1,0,0,0,0,0,0,0,0,0
290,4228839309397,5,1,0,0,0,5,0,0,0,0,1,0,0,0
291,4328848785493,0,0,0,0,1,0,0,0,0,0,0,0,0,0
292,4316565798997,0,0,0,1,0,0,0,0,0,0,0,0,0,0
293,4261649973333,0,0,0,0,0,0,0,1,0,0,0,0,0,0
294,4257524383829,0,1,0,0,0,0,0,0,0,0,0,0,0,0
295,4258669133909,0,0,0,0,0,1,1,0,0,0,0,0,0,0
296,4292361486421,1,0,0,0,0,0,0,0,0,0,0,0,0,0
297,4267276468309,0,0,0,0,1,0,0,0,0,0,0,0,0,0
298,4256362987605,4,0,0,0,0,0,0,0,0,0,0,0,0,0
299,4281083625557,0,0,2,0,0,0,0,0,0,0,0,0,0,0
300,4217527238741,0,4,0,0,0,0,0,0,0,0,0,0,0,0
301,4268492947541,8,5,0,0,0,1,0,0,0,0,0,0,0,0
302,4287038980181,0,0,0,0,1,0,0,0,0,0,0,0,0,0
303,4320249184341,0,10,0,0,0,0,0,0,0,1,0,0,0,0
304,4239892938837,2,15,0,0,0,0,0,0,0,0,1,0,1,0
305,4292482433109,3,3,1,0,0,0,0,0,0,0,0,0,0,0
306,4330888953941,0,0,1,0,0,0,0,0,0,0,0,0,0,0
307,4316552790101,0,0,0,0,0,1,0,1,0,0,0,0,1,0
308,4323108946005,0,0,0,0,0,1,0,0,0,0,0,0,0,0
309,4270334017621,5,0,2,0,0,0,0,0,0,0,0,0,0,0
310,4331333124181,0,5,0,0,0,0,0,0,0,0,0,0,0,0
311,4328520286293,0,3,0,0,0,0,0,0,0,0,0,0,0,0
312,4325522407509,0,7,1,0,0,0,0,0,0,0,0,0,0,0
313,4202106355797,2,0,1,0,0,3,1,0,0,0,0,0,1,0
314,4235061952597,0,6,0,0,0,0,0,0,0,0,0,0,0,0
315,4232248393813,0,2,0,0,0,0,0,0,0,0,0,0,0,0
316,4256679690325,0,0,0,0,1,0,0,0,0,0,0,0,0,0
317,4330705584213,0,9,0,0,0,1,0,0,0,0,0,0,0,0
318,4203646222421,0,0,0,0,1,0,0,0,0,0,0,0,0,0
319,4202028695637,0,0,0,0,0,1,0,0,0,0,0,2,0,0
320,4272624205909,0,0,0,0,0,1,0,0,0,0,0,0,2,0
321,4286783651925,0,1,0,0,0,0,0,0,0,0,0,0,0,0
322,4229775687765,0,0,0,0,1,0,0,0,0,0,0,0,0,0
323,4267788337237,0,0,0,0,1,0,0,0,0,0,0,0,0,0
324,4301149470805,0,0,0,1,5,0,0,0,0,0,0,0,0,0
325,4203398037589,1,0,0,0,0,0,0,0,0,0,0,0,0,0
326,4228819615829,2,0,0,0,0,0,0,0,0,0,0,0,0,0
327,4249308332117,0,0,0,0,1,0,0,0,0,0,0,0,0,0
328,4269531332693,0,0,0,0,1,0,0,0,0,0,0,0,0,0
329,4251270545493,2,2,1,0,0,0,0,0,0,0,0,0,0,0
330,4267724603477,0,0,0,0,1,0,0,0,0,0,0,0,0,0
331,4251482914901,0,0,1,0,0,0,0,0,0,0,0,0,0,0
332,4233173074005,1,0,0,0,0,0,0,0,0,0,0,0,0,0
333,4319682199637,0,0,0,0,1,0,0,0,0,0,0,0,0,0
334,4331457642581,2,3,0,0,0,1,0,0,0,0,0,0,0,0
335,4316794683477,0,0,0,0,1,0,0,0,0,0,0,0,0,0
336,4284612739157,0,2,2,0,0,0,0,0,0,1,0,0,0,0
337,4249860931669,0,0,0,0,0,0,0,0,0,0,0,0,1,0
338,4246223978581,0,0,0,0,1,0,0,0,0,0,0,0,0,0
339,4290654765141,18,0,0,0,0,0,0,0,0,0,0,0,0,0
340,4264882110549,0,0,0,0,1,0,0,0,0,0,0,0,0,0
341,4301136691285,0,0,12,0,0,0,0,0,0,0,0,0,0,0
342,4287010963541,0,0,0,0,1,0,0,0,0,0,0,0,0,0
343,4285092659285,0,0,0,0,1,0,0,0,0,0,0,0,0,0
344,4279995760725,2,2,8,0,4,4,1,0,0,0,0,0,0,0
345,4248559386709,0,1,0,0,0,0,0,0,0,0,0,0,0,0
346,4327730348117,0,0,0,0,2,0,0,0,0,0,0,0,0,0
347,4283089387605,0,0,0,0,1,0,0,0,0,0,0,0,0,0
348,4278391865429,4,0,0,0,0,0,0,0,0,0,0,0,0,0
349,4331355832405,0,0,0,0,2,0,0,0,0,0,0,0,0,0
350,4312368742485,0,0,0,0,2,0,0,0,0,0,0,0,0,0
351,4265557327957,0,1,0,0,0,0,0,0,0,0,0,0,0,0
352,4293030051925,6,0,0,0,1,1,2,0,0,0,0,0,0,0
353,4231434895445,1,3,0,0,0,0,2,0,0,1,0,0,3,0
354,4330050093141,0,0,0,0,0,4,0,0,0,0,0,0,0,0
355,4273096065109,3,0,0,0,0,0,0,0,0,0,0,0,0,0
356,4255748849749,0,0,0,0,1,0,0,0,0,0,0,0,0,0
357,4224445055061,0,0,0,0,1,0,0,0,0,0,0,0,0,0
358,4202916151381,0,4,0,0,0,0,0,0,0,0,0,0,0,0
359,4274996281429,0,0,0,0,0,0,7,0,0,0,1,0,0,0
360,4228906582101,0,0,0,0,1,0,0,1,0,0,0,0,0,0
361,4278044688469,0,1,0,0,0,0,0,0,0,0,0,0,0,0
362,4254738579541,0,10,0,0,0,0,0,0,0,0,0,0,0,0
363,4272166010965,0,7,0,0,0,0,0,0,0,0,0,0,0,0
364,4196242325589,1,1,1,0,0,0,0,0,0,0,0,0,0,0
365,4274520817749,0,0,0,0,1,0,0,0,0,0,0,0,0,0
366,4276272726101,1,19,0,0,0,0,0,0,0,0,0,0,0,0
367,4296473837653,2,4,0,0,0,0,0,0,0,0,0,0,0,0
368,4241699471445,0,0,0,0,2,0,0,0,0,0,0,0,0,0
369,4300059115605,0,0,0,0,1,0,0,0,0,0,0,0,0,0
370,4281412780117,0,0,0,0,1,0,0,0,0,0,0,0,0,0
371,4330595188821,2,6,3,0,3,1,0,0,0,0,0,0,0,0
372,4318297129045,0,0,0,0,2,0,0,0,0,0,0,0,0,0
373,4265493266517,0,0,0,0,1,0,0,0,0,0,0,0,0,0
374,4268707479637,8,0,0,0,0,0,0,0,0,0,0,0,0,0
375,4208121610325,1,0,0,0,0,0,0,0,0,0,0,0,0,0
376,4226064089173,0,0,0,0,1,0,0,0,0,0,0,0,0,0
377,4258727952469,5,0,0,0,0,0,0,0,0,0,0,0,0,0
378,4269793574997,0,0,0,0,1,0,0,0,0,0,0,0,0,0
379,4276152205397,1,1,0,0,0,0,0,0,0,0,0,0,0,0
380,4303984885845,0,0,0,0,1,0,0,0,0,0,0,0,0,0
381,4333719814229,3,0,0,0,0,0,0,0,0,0,0,0,0,0
382,4233358114901,0,0,0,0,1,0,0,0,0,0,0,0,0,0
383,4238654111829,0,0,7,0,0,1,0,0,0,0,0,0,0,0
